1,418118,125006,3287,11744,870,13021,10211,15785
2,294465,83237,83163,2042,7024,427,6961,9698,12444,2225,7164,443,6906,9764,12290
3,245577,66418,67930,67081,1687,5360,232,4448,9581,10980,1586,5703,356,5421,8510,10455,1505,5370,282,4909,9086,10791
4,231409,60349,60479,63234,62136,1617,4363,126,3328,9956,10922,1239,4505,144,3397,9900,10935,1317,5476,326,4770,8441,9827,1110,4980,275,4343,8854,10218
5,202443,51877,52123,53881,53508,53437,1265,3658,96,2677,8887,9523,1178,3426,136,2639,9026,9704,1174,4396,249,3668,7872,8755,906,3963,212,3402,8263,8956,1184,4125,177,3239,8466,9140
6,208077,52529,55452,52485,52680,52884,54361,1171,3829,97,2564,9307,9920,784,4914,320,4050,7791,8720,966,3601,60,2377,9546,10119,1014,3747,98,2517,9503,9852,1000,4116,90,2647,9272,9807,988,4330,205,3444,8499,9171
7,215225,56361,53531,54277,53244,54584,55184,54049,839,4788,310,4001,8367,9052,1169,3865,65,2466,9885,10242,1075,4204,112,2645,9727,10076,962,3386,50,2066,10499,10497,778,4522,94,2932,9311,10030,656,4866,140,3318,9063,9724,813,4033,99,2612,9772,10208
