1,15264,4747,187,312,90,441,595,266
2,9233,2805,2736,88,303,65,256,316,185,108,413,29,199,373,186
3,9110,2622,2641,2706,79,335,16,122,485,237,99,451,36,172,380,185,43,268,40,157,474,231
4,9049,2571,2566,2613,2626,63,296,28,110,504,215,88,359,16,136,462,210,64,201,28,114,529,274,13,193,22,100,575,253
5,9836,2678,2800,2724,2794,2843,132,444,22,144,496,194,21,257,17,90,688,239,21,237,7,87,657,279,41,204,28,112,619,258,29,224,17,86,676,267
