1,57752,35464
2,28847,17685,17702
3,20203,12135,12222,12222
4,15725,9254,9328,9355,9329
5,13183,7621,7621,7691,7630,7684
6,11594,6563,6561,6438,6588,6568,6516
7,10570,5807,5638,5737,5790,5765,5734,5734
8,9853,5186,5174,5210,5163,5137,5214,5387,4976
9,9449,4823,4777,4737,4932,4917,4777,4484,4588,4819
10,9114,4544,4606,4338,4551,4452,4476,4431,4504,4436,4352
11,8848,4257,4057,4291,4115,4294,3968,4022,4206,3782,4261,4179
12,8645,4069,3859,3843,3918,3922,3810,3367,3972,4120,4018,3678,3647
